44.000,4.000
44.000,4.200
43.999,4.400
43.996,4.600
43.991,4.800
43.981,5.000
43.968,5.200
43.949,5.400
43.924,5.600
43.892,5.800
43.852,6.000
43.803,6.200
43.744,6.400
43.675,6.600
43.593,6.800
43.500,7.000
43.393,7.200
43.272,7.400
43.136,7.600
42.984,7.800
42.815,8.000
42.628,8.200
42.423,8.400
42.197,8.600
41.952,8.800
41.685,9.000
41.396,9.200
41.084,9.400
40.748,9.600
40.387,9.800
40.000,10.000
39.754,10.000
39.508,10.000
39.262,10.000
39.016,10.000
38.770,10.000
38.525,10.000
38.279,10.000
38.033,10.000
37.787,10.000
37.541,10.000
37.295,10.000
37.049,10.000
36.803,10.000
36.557,10.000
36.311,10.000
36.066,10.000
35.820,10.000
35.574,10.000
35.328,10.000
35.082,10.000
34.836,10.000
34.590,10.000
34.344,10.000
34.098,10.000
33.852,10.000
33.607,10.000
33.361,10.000
33.115,10.000
32.869,10.000
32.623,10.000
32.377,10.000
32.131,10.000
31.885,10.000
31.639,10.000
31.393,10.000
31.148,10.000
30.902,10.000
30.656,10.000
30.410,10.000
30.164,10.000
29.918,10.000
29.672,10.000
29.426,10.000
29.180,10.000
28.934,10.000
28.689,10.000
28.443,10.000
28.197,10.000
27.951,10.000
27.705,10.000
27.459,10.000
27.213,10.000
26.967,10.000
26.721,10.000
26.475,10.000
26.230,10.000
25.984,10.000
25.738,10.000
25.492,10.000
25.246,10.000
25.000,10.000
