42.000,4.000
42.000,4.200
42.000,4.400
42.000,4.600
42.000,4.800
42.000,5.000
42.000,5.200
42.000,5.400
42.000,5.600
42.000,5.800
42.000,6.000
42.000,6.200
42.000,6.400
42.000,6.600
42.000,6.800
42.000,7.000
42.000,7.200
42.000,7.400
42.000,7.600
42.000,7.800
42.000,8.000
42.000,8.200
42.000,8.400
42.000,8.600
42.000,8.800
42.000,9.000
42.000,9.200
42.000,9.400
42.000,9.600
42.000,10.000
41.721,10.000
41.443,10.000
41.164,10.000
40.885,10.000
40.607,10.000
40.328,10.000
40.049,10.000
39.770,10.000
39.492,10.000
39.213,10.000
38.934,10.000
38.656,10.000
38.377,10.000
38.098,10.000
37.820,10.000
37.541,10.000
37.262,10.000
36.984,10.000
36.705,10.000
36.426,10.000
36.148,10.000
35.869,10.000
35.590,10.000
35.311,10.000
35.033,10.000
34.754,10.000
34.475,10.000
34.197,10.000
33.918,10.000
33.639,10.000
33.361,10.000
33.082,10.000
32.803,10.000
32.525,10.000
32.246,10.000
31.967,10.000
31.689,10.000
31.410,10.000
31.131,10.000
30.852,10.000
30.574,10.000
30.295,10.000
30.016,10.000
29.738,10.000
29.459,10.000
29.180,10.000
28.902,10.000
28.623,10.000
28.344,10.000
28.066,10.000
27.787,10.000
27.508,10.000
27.230,10.000
26.951,10.000
26.672,10.000
26.393,10.000
26.115,10.000
25.836,10.000
25.557,10.000
25.279,10.000
25.000,10.000
