40.000,4.000
40.000,4.400
40.000,4.800
40.000,5.200
40.000,5.600
40.000,6.000
40.000,6.400
40.000,6.800
40.000,7.200
40.000,7.600
40.000,8.000
40.000,8.400
40.000,8.800
40.000,9.200
40.000,9.600
40.000,10.000
40.000,10.400
40.000,10.800
40.000,11.200
40.000,11.600
40.000,12.000
40.000,12.400
40.000,12.800
40.000,13.200
40.000,13.600
40.000,14.000
40.000,14.400
40.000,14.800
40.000,15.200
40.000,16.000
39.590,16.000
39.180,16.000
38.770,16.000
38.361,16.000
37.951,16.000
37.541,16.000
37.131,16.000
36.721,16.000
36.311,16.000
35.902,16.000
35.492,16.000
35.082,16.000
34.672,16.000
34.262,16.000
33.852,16.000
33.443,16.000
33.033,16.000
32.623,16.000
32.213,16.000
31.803,16.000
31.393,16.000
30.984,16.000
30.574,16.000
30.164,16.000
29.754,16.000
29.344,16.000
28.934,16.000
28.525,16.000
28.115,16.000
27.705,16.000
27.295,16.000
26.885,16.000
26.475,16.000
26.066,16.000
25.656,16.000
25.246,16.000
24.836,16.000
24.426,16.000
24.016,16.000
23.607,16.000
23.197,16.000
22.787,16.000
22.377,16.000
21.967,16.000
21.557,16.000
21.148,16.000
20.738,16.000
20.328,16.000
19.918,16.000
19.508,16.000
19.098,16.000
18.689,16.000
18.279,16.000
17.869,16.000
17.459,16.000
17.049,16.000
16.639,16.000
16.230,16.000
15.820,16.000
15.410,16.000
15.000,16.000
